0.49638554	0.38222726	0.13070729
-0.75566330	0.45701058	0.53207792
-0.47005356	0.57360860	0.46192631
-0.30332812	0.47938120	0.37392118
-0.30219185	0.34680073	0.96130674
-1.05266765	-1.29124460	0.10644438
-1.11818519	0.14250320	0.62709432
0.14980446	0.43363484	0.55639730
0.59772861	0.23690050	0.05048796
-0.33428740	0.13945447	0.93081569
-1.20964142	0.26732709	0.12931457
-0.08198569	0.21597648	0.31835373
-0.23477591	-0.06025073	0.59676964
-0.19081042	-1.05189566	0.80037024
-0.17226750	0.42147778	0.02467621
0.40916368	-1.76951365	0.59636601
0.62742722	-0.72636361	0.89508952
0.15610236	-0.08610200	0.81835002
0.00031185	0.96573483	0.09596853
1.64865149	0.19412652	0.75928999
1.31946795	-0.14036262	0.17805300
0.44906628	-0.65547421	0.16774223
0.22954979	0.03119901	0.92817055
0.15329112	-1.31835736	0.43755743
-1.71152849	0.91195802	0.91109723
-1.21797408	-1.04921152	0.34713524
-0.54859772	0.11183246	0.93839936
-0.55926910	-0.20375784	0.79960671
0.63183466	-0.53372118	0.97322998
0.56045945	-0.35864847	0.88842172
-0.00641934	-0.20773686	0.71423037
0.00550077	1.07204345	0.89855822
0.40226868	0.10059067	0.49517241
0.81886887	-0.02064740	0.65789833
-0.65031805	-1.05348963	0.72086205
-0.31358399	-0.77789155	0.07825929
-0.82866419	0.97285296	0.06530746
-1.01404712	0.03097202	0.78183710
-0.22402241	0.27303363	0.94990574
-0.85025208	0.82498450	0.33605517
0.94306740	0.84265911	0.04271531
1.28161863	0.79595554	0.32607907
-0.37905649	-0.82071235	0.14294502
0.08702022	1.63126506	0.71111595
0.23095853	-0.78635950	0.55423472
-1.56632436	-0.30608124	0.51320625
0.36572136	-0.21891501	0.48954039
0.68403066	0.48734254	0.51587977
0.53115201	0.93556242	0.56750830
1.83031402	-1.28150869	0.26443997
-0.51531473	1.26271525	0.48584422
-0.39238296	1.06515822	0.91338291
-0.18442839	-0.65358308	0.51782135
-0.08163176	1.33005456	0.12166978
-1.20424154	-0.33075417	0.44596445
0.09069119	0.98956343	0.15256922
-0.81131116	-0.42550098	0.36449029
-0.48154598	0.47710288	0.00357925
0.31781645	0.12894473	0.30353323
-0.50003882	-0.06440718	0.41117813
-0.15780081	0.36047177	0.69270801
0.44872630	-0.38456513	0.42148351
-0.46779285	0.50236420	0.85441356
0.23683982	0.56905157	0.05225335
-0.22112785	-0.51655140	0.48049627
-0.73039257	0.22353743	0.77673689
1.06771629	-0.44586150	0.67174872
0.62047799	0.23385266	0.77952621
-0.46580310	1.06618120	0.26670955
0.39081804	0.01476480	0.93050280
0.66874789	0.33748522	0.11616339
-0.07681296	0.60537063	0.30298744
0.36236677	-0.43108279	0.16775704
0.57203621	0.29043873	0.72639229
-1.18554313	0.84425755	0.51809853
0.68645010	-0.47022446	0.45792205
0.12913845	0.00157017	0.06952966
0.17878913	-0.15203941	0.46916528
-0.71426351	0.38475341	0.79420100
0.46119544	0.71185000	0.60421432
0.01167143	0.47017998	0.36663597
-0.71092267	1.18297674	0.16805314
-0.54891764	-1.57920734	0.81796084
-1.21346881	0.21578203	0.37113193
-0.75677458	-1.12908466	0.63354396
-1.77590711	-1.07166968	0.18885917
0.85426566	-0.56523405	0.66119934
0.88905885	-1.04389373	0.92035538
-0.41313302	-0.07280348	0.38168209
0.01458543	0.04531277	0.55102212
-0.37081710	-0.31362900	0.01684608
-0.10858813	-0.63420275	0.05919962
-1.14657745	-0.26111860	0.65981352
-0.27247125	-0.98171394	0.22202712
-0.86795921	-0.15566288	0.70064002
-0.95747955	-0.47553613	0.97293483
0.22704920	-0.38510055	0.89256119
1.00838078	0.11584825	0.13797785
-0.33442320	-1.01751590	0.53245200
0.51338345	-0.18316100	0.24397706
0.17144051	-0.21152043	0.79971427
-0.84574625	1.10303177	0.91744850
-0.22915372	0.13178977	0.32711315
-0.34284996	0.69214515	0.19727490
0.08114363	1.55646182	0.31252016
-0.03132891	-0.46098713	0.04922829
-0.18482403	0.11319641	0.47179737
-1.06300026	-0.10596767	0.18921269
-0.09156601	-0.13466419	0.67743471
0.19742201	0.18113771	0.79100568
-1.13937275	-0.44050200	0.50400310
-0.09702181	-0.84117808	0.48652540
0.59260953	0.85040857	0.13494226
0.98307340	0.25492685	0.53005289
0.51237432	0.35454733	0.09320259
-1.16121521	1.04872089	0.11979747
-1.38749373	1.26341102	0.68256154
-1.61071866	0.11691893	0.49454980
-0.51189894	-0.91535848	0.71920633
0.69830525	-0.18713308	0.31546154
-2.05237664	-0.87622903	0.62960242
0.11712182	-1.11804395	0.74176779
-0.17620056	-1.08214292	0.91252845
-1.11795492	-0.24275701	0.85035234
0.54587228	-0.93647795	0.35929141
0.25504822	-0.21258397	0.81823182
-0.44407540	1.29488458	0.41160278
-2.56862042	-0.86186227	0.18691429
0.52697292	-0.43179975	0.08721871
0.07197048	-0.12407266	0.69429589
-0.34888090	-0.19131279	0.24462697
0.25252038	-0.01968718	0.26049481
0.05835784	-0.33703964	0.22712494
0.41076643	0.24045527	0.19642437
-0.23718320	0.17108345	0.44620066
-1.92094062	0.52521796	0.19712709
-0.39417542	0.48569886	0.40116133
-0.04467740	0.83047862	0.33439052
-0.12851920	0.87786829	0.00382425
0.44879379	-0.86884703	0.34895487
-0.82873603	-0.22495439	0.64797608
0.37601606	0.67589204	0.26718716
-0.14734678	-0.22524566	0.52624612
-1.31589230	0.45123495	0.02784385
0.56474041	0.08626585	0.13797770
-0.61758974	-0.36192057	0.21366536
0.30330398	-1.09693596	0.62693397
-1.62561314	-0.33536353	0.86462090
-0.06491726	-1.05234704	0.97187689
-0.42731373	1.19592555	0.46522449
0.18479856	-0.15841275	0.15787642
-0.13077394	0.80082357	0.42268718
0.56075607	-0.61576213	0.32238897
-0.92498656	1.11558716	0.73024840
0.65634922	0.58545381	0.37049057
-0.30165841	-0.11956662	0.98606122
-0.85507459	0.79931865	0.13929977
-0.41626391	0.16896336	0.55410654
-0.15463630	-0.51007549	0.93614558
-0.09191315	0.27078330	0.65735334
-0.26585517	0.13949654	0.31534113
0.43046252	0.86059654	0.68553065
0.46554644	0.11227353	0.87515708
0.92158913	-0.12080371	0.21564117
0.13552160	-0.68946957	0.55851403
1.37742031	1.04303256	0.70764664
-0.44832687	0.49135573	0.82460892
0.25562977	0.44590888	0.85577207
0.12230144	0.25301618	0.20725696
-0.88871212	-0.04735566	0.69690459
-0.16553673	0.90983323	0.52811118
0.29479200	0.39048467	0.82055937
0.66397490	0.74860261	0.69526047
0.23839352	-0.75058272	0.78545660
-1.52837369	0.08968938	0.66202076
-0.88168868	-0.13456915	0.88792366
-0.54778014	0.28690566	0.70374319
-1.01621041	-0.98675167	0.68776290
0.37062206	-0.20998682	0.61600761
0.51075111	0.57994375	0.29105261
0.49836494	-0.20641162	0.04222823
-0.61249491	0.95984182	0.43661836
-0.43459679	-0.93802464	0.33288055
-0.90871264	0.22368826	0.46676888
0.83768251	-0.86388354	0.46068029
-0.05488813	-0.77711677	0.62418064
-0.51505808	-0.39623910	0.00111054
0.74731137	-0.44879413	0.04018541
-0.13699739	-0.49838772	0.44837943
-0.28285697	0.91749934	0.98837714
0.76282139	0.32713289	0.29417028
-0.32175881	-0.15304385	0.50072512
-0.93486968	-0.10752018	0.58831208
0.39977890	-0.07616169	0.17551107
-1.63925248	0.14156225	0.19599552
0.06479755	-0.27530522	0.04681156
0.35171260	-0.18370059	0.94802863
-0.23069042	0.85729339	0.34389088
0.19268415	-0.01924581	0.98417587
0.14533965	1.03652523	0.68451670
-0.37001160	0.50448609	0.94978547
0.98490157	0.67139236	0.12615538
0.39020006	0.63230766	0.22910565
-0.36529505	-0.20981936	0.13383789
-0.65822887	-0.23610242	0.86129674
0.12431474	0.83040679	0.02971987
-0.47616789	0.10538336	0.14214301
0.70453606	0.76384051	0.25333299
-0.31547554	0.66714062	0.43405135
0.94053502	0.64647415	0.55428842
-0.30702185	0.32163342	0.39128365
-0.29224435	-2.11050181	0.85124707
0.22713585	-0.64798853	0.08594324
-0.09092396	-0.89589293	0.64352990
-0.56329651	-0.17843534	0.56685273
0.98674524	1.44501602	0.58775526
0.42645664	-0.62003262	0.42826872
0.41407222	-0.89688344	0.09917373
1.14445316	0.62242154	0.94204502
0.12732574	-0.77274101	0.05015169
0.47570497	0.29422225	0.33374549
0.01770475	-2.09038523	0.71014280
-0.75909426	-0.03904471	0.34907861
0.19672836	-0.03656731	0.87641554
-0.35349473	-0.35099606	0.24223122
-0.21968490	-1.32198725	0.76118086
-0.12036866	0.66043593	0.18607072
0.84458327	-0.47882066	0.32510064
-0.53998570	0.51718342	0.09598297
0.38088414	0.36238487	0.56801774
-0.53314754	0.80284601	0.87498866
-0.25842094	0.06262412	0.82919819
0.12684178	-0.74053633	0.62709900
1.25350504	0.25109790	0.29856694
0.04317466	-0.93506544	0.69409890
1.30013148	1.25905275	0.56985422
-0.13472626	0.04562250	0.04155456
-0.02697032	-0.65242118	0.46686199
1.13853552	0.19867300	0.90182791
-0.65152912	0.39056948	0.41132258
-0.80436878	1.37478152	0.31598349
0.18634878	0.32713429	0.24825230
0.11555496	0.21549048	0.47774560
0.13165200	1.22855018	0.83260795
-0.74787608	0.50565318	0.90975678
-0.28877850	0.53585511	0.40320128
-0.40171988	0.66669646	0.45321681
-0.32175095	-1.16490706	0.11422234
-0.55583662	-0.54075695	0.30199148
-0.42909216	0.12142088	0.95125840
-0.42683939	-0.58668342	0.16003391
0.65769302	-0.13723789	0.22060745
-0.83494894	-0.26750812	0.19701204
-0.36150735	-1.06387524	0.83502626
0.11776777	-0.07847833	0.77137479
0.35968838	0.07548320	0.81433382
1.10475538	-0.13062674	0.76453927
0.28037616	0.75099317	0.46463920
-1.42939263	-0.49630952	0.94198888
0.34729859	-0.70511957	0.80305918
-0.41778560	0.41385222	0.06248596
-0.45138881	-1.06728829	0.02429076
0.08750891	1.03041730	0.17437801
-0.93409421	-0.09886667	0.92456214
-0.54533857	0.98500435	0.66243663
2.03832776	-0.84564997	0.67619394
0.11264055	-0.05390967	0.32560515
0.17275553	1.21581084	0.95528249
-0.86667042	1.25681893	0.33142464
-0.63891601	0.18370392	0.65978874
-0.10840052	0.30251608	0.21528888
-0.68971172	-1.18175954	0.28073063
1.25759048	0.71759275	0.26672066
-0.13701544	2.10704588	0.00321221
0.57111605	-0.11577662	0.34056083
0.76273770	-0.27178884	0.16141282
-0.45527835	-0.55349853	0.35612501
0.66916460	0.06837922	0.67446791
0.31485015	-0.26570306	0.26358882
-0.66693601	-0.91105412	0.24028450
1.44448657	-0.16506830	0.19240240
-0.13066858	0.67031537	0.88856119
-2.14429693	-0.05475844	0.02694684
1.42158417	0.56610269	0.25694746
-0.22170287	0.71867674	0.66625063
0.23901017	0.97146776	0.06096008
0.39418120	0.28950176	0.47889933
-0.39814251	0.34298703	0.31905674
-0.24539723	0.70730914	0.59353232
-0.95966783	0.23766190	0.15297806
0.87340179	0.06276984	0.98364228
1.07001700	0.23339184	0.56328575
0.21220655	0.19494870	0.30984789
-0.22566559	-0.32808817	0.93256759
-0.59747179	-1.02626172	0.15372652
-0.46091831	0.21009137	0.10517862
0.57377500	-0.21830498	0.10099579
0.55683675	-0.83561463	0.26452648
1.48467380	0.22292172	0.81285239
-0.29668970	-0.25052305	0.94494054
0.89758598	0.96786883	0.73880685
1.59622633	-0.12254726	0.44098684
0.03385037	0.31168136	0.49571943
-0.92721417	-0.77949905	0.31654594
0.24394982	0.19796321	0.00984373
-0.34320290	-0.48066911	0.97535972
-0.70578362	-0.11561537	0.46785742
-0.09116483	-0.34898566	0.91815813
0.63303722	-1.55969529	0.71230386
0.10480939	-0.34211937	0.28430264
-0.29752367	-1.27315796	0.59473957
0.47742098	-0.01877365	0.78079514
-0.12245120	0.62483998	0.71133729
0.40621179	0.45772925	0.26143292
-0.10872295	0.12099764	0.26606654
0.97865264	-0.92568111	0.12536895
-1.34071214	0.14828326	0.98772637
-1.22808577	-0.10625841	0.77280649
0.35540407	-0.33387704	0.39220284
-0.34523197	0.48387324	0.96961844
-0.51078789	-0.52011740	0.26902762
0.33788443	-0.93426296	0.07280868
0.06310829	-0.11045527	0.65697972
-0.74975993	-0.91683807	0.98357206
-0.38591716	0.43609768	0.49371811
0.48997075	-0.71089450	0.48313432
-0.36957136	2.09701759	0.37601572
0.45221664	0.05742071	0.10007770
0.59791282	-1.18634198	0.78237600
-0.22230191	0.27520106	0.22370176
0.17769159	-0.06757266	0.46278210
-0.35989858	-1.11922096	0.87542417
0.49502131	0.93098031	0.27364874
1.77862399	0.21531752	0.03566879
-0.68506702	-1.06017675	0.82416791
0.23690067	0.32040459	0.70137948
-0.45745183	1.14337786	0.22576950
-0.94149284	0.15009916	0.35375180
0.52712493	0.81884883	0.44468117
0.23345554	-0.86106353	0.56241166
0.09595955	-0.20669301	0.76088900
-0.04580889	0.40409875	0.12417739
1.20699344	0.87846479	0.00106556
-0.27368564	0.80203401	0.87147688
-0.60259291	0.44894212	0.66882865
-0.48602005	0.50127917	0.03158900
0.83248456	0.00511654	0.87194501
-0.19595461	1.82572807	0.04775822
0.35112688	0.93613196	0.86603385
0.45749477	0.31978291	0.00959522
-1.28634728	-1.17767170	0.74012286
1.30118200	0.44191794	0.29395804
-0.38500682	-0.29641297	0.42314741
0.03072883	-0.40825670	0.59697562
-1.30168760	0.31303506	0.09451081
-1.00796347	-0.17232876	0.16193772
-0.39100315	0.02007440	0.73881374
-1.67072045	-0.97000419	0.99216936
-0.03710594	0.71701177	0.76469940
0.17390115	-0.53356580	0.10837253
-0.05375996	-0.34527162	0.38520004
-1.04270555	-0.37300475	0.49408384
0.57466083	-0.48158807	0.75773468
0.29988414	-0.86398369	0.19454865
-0.13733691	-0.68785638	0.46489776
-0.66484220	0.09107000	0.12805846
-0.57755066	0.38876701	0.17639210
-0.09116703	0.50197890	0.36406476
-0.20037668	0.43960504	0.19254966
0.10939459	1.09078680	0.47513248
0.36070177	-0.89423084	0.49721691
1.04186689	-0.25042450	0.05505836
0.55586368	0.38176683	0.21993705
0.03310784	0.24726131	0.44247353
0.23694984	0.71029462	0.85266905
0.79303263	0.73890294	0.99280532
0.86930444	-1.10854100	0.19632918
-0.66139979	1.18725343	0.13817737
0.57927173	0.47515183	0.81165165
0.65275607	-0.16613472	0.96408734
0.50257552	-0.48518231	0.50106569
-0.30506412	-0.66054066	0.95571241
-0.70960044	-0.83908852	0.70100619
-0.61966046	-0.71510485	0.29655613
0.67906718	0.33530244	0.84902007
0.83777076	0.21588659	0.70775523
0.10443398	-0.57097522	0.70111801
-0.38435913	-0.51967505	0.93324215
-0.39466109	-1.79534615	0.49830838
1.22200737	-0.29823302	0.83298605
-0.93122564	-0.33154080	0.96049156
0.47224440	0.22111575	0.46822862
1.46246440	0.34316056	0.39775939
0.39643971	0.00612775	0.55614028
-0.70294799	-0.00091448	0.78011112
-0.67797237	-0.58171049	0.13505349
0.06164936	0.83869610	0.10877849
-0.66740829	0.83626082	0.85311376
0.92844743	-1.90964179	0.12024202
0.38712410	0.33729937	0.08002840
0.05945937	-0.87387633	0.11775617
-0.99535971	0.21799236	0.97844816
0.07843039	-1.34490661	0.55985642
-0.24402189	-0.01807915	0.39004481
0.05083080	1.00002150	0.35800217
-0.10199974	-0.59846246	0.19249319
0.61808067	0.87150015	0.60684139
-0.31634044	0.39352377	0.49615664
-0.54715707	-0.58926148	0.13560515
1.17431807	0.54241072	0.57278679
0.81567845	0.10938306	0.23994253
-0.79115959	-0.49573936	0.39696272
-0.03123852	0.52737746	0.91234747
-0.40679157	0.47329508	0.89981841
-1.32553605	-0.31465412	0.83069731
0.20264940	0.18441428	0.20668755
-0.24108194	-1.52704513	0.27307256
-0.12441179	0.39195980	0.60350707
0.52826228	0.38119010	0.21781524
-0.38786866	0.46285013	0.69107645
-0.43730883	-0.21736626	0.32765519
-0.17370040	0.77774176	0.88288854
-0.46216489	-0.08297987	0.70655132
-0.97991364	0.99336107	0.81205891
0.18465688	-0.07992321	0.51399231
0.08458460	0.14650457	0.21712802
0.67463827	-0.03650184	0.45650527
0.89407559	-0.30439104	0.32925225
-0.30248992	-0.12918814	0.50879120
-1.37198151	1.12623165	0.57440408
0.19784509	-1.18943785	0.42803905
-0.48301122	0.34580921	0.02691340
-0.04599429	0.06822423	0.73427054
-0.07603704	0.01675134	0.83589419
-0.60798448	0.31902369	0.07358551
-0.12296025	-0.12868902	0.85879183
0.40714855	-0.25213343	0.36395973
-0.85296333	-1.42291275	0.79962860
0.06288063	0.93914859	0.72500790
-1.40781445	0.13974116	0.85175133
0.03633716	0.71753719	0.79311184
0.76721116	-1.07528072	0.39866818
0.17352125	0.17217883	0.98789191
0.68083354	0.17329478	0.32487203
-0.59597471	0.37887212	0.52715088
0.19551925	1.33306032	0.80434289
-0.05411340	-1.75758829	0.23284310
0.05309165	-0.88013182	0.21714026
-0.06610091	0.10082194	0.74529297
-0.21529510	1.32698657	0.89882476
-0.15938601	0.00830458	0.67440527
0.15911955	0.31184469	0.68809027
1.08230623	0.88208389	0.27061532
-0.07552784	-0.10303185	0.61967891
-0.84086953	1.72528430	0.15638273
-0.18929836	0.79013196	0.10449887
-0.16547661	0.14454410	0.24034543
-0.89497262	-0.34085388	0.71441036
1.05352987	-0.11737961	0.20023520
-0.56412499	0.21725943	0.15976768
0.10531177	0.13154621	0.05186156
-0.41224265	-0.27315375	0.37998006
0.58869351	0.22119386	0.96039134
